Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub Category,Product Name,Sales,Quantity,Discount,Profit,Contact,Date1,Date2,Date3,Date4,Date9,Date10,Date11,Date12,Date17,Date19,Date20,Date21
2686,cA-2016-133123,06-09-2016,11-09-2016,standarD CLASS,KB-16315,Karl Braun,CoNsuMER,unITED sTAteS,Thomasville,North cArolina,27360,SOUTH,OFF-EN-10003055,OffICE SUpplIES,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,3,0.2,29.985,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,03-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2687,cA-2016-133123,06-09-2016,11-09-2016,standarD CLASS,KB-16315,Karl Braun,CoNsuMER,unITED sTAteS,Thomasville,North cArolina,27360,SOUTH,OFF-BI-10001031,OffICE SUpplIES,Binders,Pressboard Data Binders by Wilson Jones,3.204,2,0.7,-2.4564,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2688,us-2016-128195,04-08-2016,05-08-2016,FIRST cLaSs,RA-19285,Ralph Arnett,CoNsuMER,unITED sTAteS,Peoria,Illinois,61604,cENtrAL,OFF-BI-10002003,OffICE SUpplIES,Binders,Ibico Presentation Index for Binding Systems,3.98,5,0.8,-6.567,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2689,cA-2015-153220,12-11-2015,14-11-2015,FIRST cLaSs,YC-21895,Yoseph cArroll,coRpoRAte,unITED sTAteS,loS anGELES,cAlifornia,90032,west,OFF-PA-10003016,OffICE SUpplIES,Paper,"Adams ""While You Were Out"" MessAge Pads",15.7,5,0,7.065,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2690,cA-2014-123064,30-06-2014,02-07-2014,FIRST cLaSs,RA-19915,Russell Applegate,CoNsuMER,unITED sTAteS,ChicAgo,Illinois,60653,cENtrAL,OFF-AR-10004582,OffICE SUpplIES,Art,BIC Brite Liner Grip Highlighters,5.248,4,0.2,1.64,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2691,cA-2017-156412,04-12-2017,08-12-2017,standarD CLASS,CM-12160,Charles MCcrossin,CoNsuMER,unITED sTAteS,PHILADELPHIA,Pennsylvania,19134,East,OFF-BI-10004364,OffICE SUpplIES,Binders,Storex Dura Pro Binders,5.346,3,0.7,-4.455,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2692,us-2016-144211,28-08-2016,02-09-2016,standarD CLASS,CS-12130,Chad Sievert,CoNsuMER,unITED sTAteS,Englewood,Colorado,80112,west,OFF-PA-10002246,OffICE SUpplIES,Paper,"WireBound Four 2-3/4 x 5 Forms per PAge, 400 Sets per Book",15.48,3,0.2,5.6115,7896541256,13-07-2000,13-07-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,21-Aug-23,Aug-15-2023,14-Aug-23,21-Aug-23
2693,us-2016-144211,28-08-2016,02-09-2016,standarD CLASS,CS-12130,Chad Sievert,CoNsuMER,unITED sTAteS,Englewood,Colorado,80112,west,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,3,0.2,8.1432,7896541256,03-10-2000,03-10-2000,10-03-2000,02-07-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,22-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2694,cA-2016-138079,22-01-2016,28-01-2016,standarD CLASS,AJ-10795,Anthony Johnson,coRpoRAte,unITED sTAteS,Seattle,WasHington,98115,west,FUR-FU-10001475,FUrNItuRE,FurnisHings,"Contract Clock, 14"", Brown",109.9,5,0,37.366,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,23-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2695,cA-2014-143182,15-10-2014,20-10-2014,standarD CLASS,DL-12865,Dan Lawera,CoNsuMER,unITED sTAteS,Hialeah,Florida,33012,SOUTH,FUR-FU-10004270,FUrNItuRE,FurnisHings,"Executive impressions 13"" Clairmont Wall Clock",15.384,1,0.2,4.0383,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,24-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2696,cA-2016-161662,07-02-2016,09-02-2016,FIRST cLaSs,BE-11410,Bobby Elias,CoNsuMER,unITED sTAteS,LancAster,Ohio,43130,East,OFF-PA-10003465,OffICE SUpplIES,Paper,Xerox 1912,30.352,2,0.2,10.6232,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,25-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2697,cA-2014-145317,18-03-2014,23-03-2014,standarD CLASS,SM-20320,Sean Miller,home OFFICE,unITED sTAteS,Jacksonville,Florida,32216,SOUTH,TEC-MA-10003626,Technology,Machines,Hewlett-Packard DeskjEt 6540 Color InkjEt Printer,821.3,4,0.5,-16.426,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,26-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2698,cA-2014-145317,18-03-2014,23-03-2014,standarD CLASS,SM-20320,Sean Miller,home OFFICE,unITED sTAteS,Jacksonville,Florida,32216,SOUTH,TEC-MA-10002412,Technology,Machines,CiSco TelePresence System EX90 Videoconferencing Unit,22638.48,6,0.5,-1811.0784,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,27-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2699,cA-2014-145317,18-03-2014,23-03-2014,standarD CLASS,SM-20320,Sean Miller,home OFFICE,unITED sTAteS,Jacksonville,Florida,32216,SOUTH,OFF-PA-10001804,OffICE SUpplIES,Paper,Xerox 195,21.376,4,0.2,7.4816,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,28-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2700,cA-2014-145317,18-03-2014,23-03-2014,standarD CLASS,SM-20320,Sean Miller,home OFFICE,unITED sTAteS,Jacksonville,Florida,32216,SOUTH,OFF-AR-10003183,OffICE SUpplIES,Art,Avery FluoreScent Highlighter Four-Color Set,8.016,3,0.2,1.002,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,29-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2701,cA-2014-145317,18-03-2014,23-03-2014,standarD CLASS,SM-20320,Sean Miller,home OFFICE,unITED sTAteS,Jacksonville,Florida,32216,SOUTH,FUR-FU-10004270,FUrNItuRE,FurnisHings,"Executive impressions 13"" Clairmont Wall Clock",30.768,2,0.2,8.0766,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,30-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2702,cA-2014-145317,18-03-2014,23-03-2014,standarD CLASS,SM-20320,Sean Miller,home OFFICE,unITED sTAteS,Jacksonville,Florida,32216,SOUTH,OFF-FA-10003112,OffICE SUpplIES,Fasteners,Staples,18.936,3,0.2,5.9175,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,31-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2703,cA-2014-145317,18-03-2014,23-03-2014,standarD CLASS,SM-20320,Sean Miller,home OFFICE,unITED sTAteS,Jacksonville,Florida,32216,SOUTH,FUR-FU-10001986,FUrNItuRE,FurnisHings,"Dana FluoreScent MAgnifying Lamp, White, 36""",122.352,3,0.2,15.294,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,01-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2704,cA-2014-143413,24-05-2014,30-05-2014,standarD CLASS,RP-19390,Resi Pölking,CoNsuMER,unITED sTAteS,Baltimore,Maryland,21215,East,OFF-PA-10002319,OffICE SUpplIES,Paper,Xerox 1944,116.28,3,0,56.9772,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,02-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2705,cA-2017-156818,11-07-2017,13-07-2017,sEconD cLaSS,JD-16015,Joy Daniels,CoNsuMER,unITED sTAteS,NEW york CITY,New York,10009,East,TEC-AC-10002323,Technology,ACcessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory cArd,132.6,6,0,17.238,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,03-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2706,cA-2017-155873,16-06-2017,21-06-2017,standarD CLASS,AB-10255,AlejandRo Ballentine,home OFFICE,unITED sTAteS,cArlsbad,New Mexico,88220,west,OFF-SU-10001165,OffICE SUpplIES,Supplies,Acme Elite Stainless Steel Scissors,16.68,2,0,4.3368,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2707,cA-2017-155873,16-06-2017,21-06-2017,standarD CLASS,AB-10255,AlejandRo Ballentine,home OFFICE,unITED sTAteS,cArlsbad,New Mexico,88220,west,OFF-PA-10001246,OffICE SUpplIES,Paper,Xerox 215,19.44,3,0,9.3312,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2708,cA-2017-155873,16-06-2017,21-06-2017,standarD CLASS,AB-10255,AlejandRo Ballentine,home OFFICE,unITED sTAteS,cArlsbad,New Mexico,88220,west,OFF-PA-10001815,OffICE SUpplIES,Paper,Xerox 1885,192.16,4,0,92.2368,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2709,cA-2015-121797,30-01-2015,06-02-2015,standarD CLASS,Cc-12145,Charles Crestani,CoNsuMER,unITED sTAteS,loS anGELES,cAlifornia,90049,west,FUR-FU-10001876,FUrNItuRE,FurnisHings,"Computer Room Manger, 14""",227.36,7,0,81.8496,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2710,cA-2015-121797,30-01-2015,06-02-2015,standarD CLASS,Cc-12145,Charles Crestani,CoNsuMER,unITED sTAteS,loS anGELES,cAlifornia,90049,west,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU cArd Printer,1919.976,3,0.2,215.9973,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2711,us-2015-120572,11-12-2015,15-12-2015,standarD CLASS,gh-14425,Gary Hwang,CoNsuMER,unITED sTAteS,Jacksonville,Florida,32216,SOUTH,OFF-BI-10001098,OffICE SUpplIES,Binders,ACco D-Ring Binder w/DublLock,12.828,2,0.7,-8.9796,7896541256,13-07-2000,13-07-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,21-Aug-23,Aug-15-2023,14-Aug-23,21-Aug-23
2712,cA-2017-132430,09-10-2017,11-10-2017,FIRST cLaSs,CP-12085,cAthy PreScott,coRpoRAte,unITED sTAteS,Lakewood,Ohio,44107,East,FUR-FU-10003577,FUrNItuRE,FurnisHings,Nu-Dell Leatherette Frames,45.888,4,0.2,9.1776,7896541256,03-10-2000,03-10-2000,10-03-2000,02-07-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,22-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2713,cA-2017-146031,29-07-2017,01-08-2017,sEconD cLaSS,GM-14440,Gary McGarr,CoNsuMER,unITED sTAteS,TROY,New York,12180,East,OFF-AR-10002656,OffICE SUpplIES,Art,Sanford Liquid ACcent Highlighters,60.12,9,0,22.2444,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,23-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2714,cA-2014-110100,25-04-2014,29-04-2014,standarD CLASS,lC-16885,Lena Creighton,CoNsuMER,unITED sTAteS,Wilmington,North cArolina,28403,SOUTH,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.376,3,0.2,37.797,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,24-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2715,cA-2015-103723,01-12-2015,06-12-2015,standarD CLASS,BT-11305,Beth Thompson,home OFFICE,unITED sTAteS,Seattle,WasHington,98105,west,OFF-AR-10003251,OffICE SUpplIES,Art,Prang dRawing Pencil Set,13.9,5,0,5.56,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,25-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2716,cA-2014-127187,04-12-2014,08-12-2014,standarD CLASS,CP-12085,cAthy PreScott,coRpoRAte,unITED sTAteS,NEW york CITY,New York,10024,East,TEC-PH-10000673,Technology,Phones,Plantronics VoyAger Pro HD - Bluetooth Headset,129.98,2,0,62.3904,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,26-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2717,cA-2017-128475,26-08-2017,01-09-2017,standarD CLASS,Sc-20680,Steve cArroll,home OFFICE,unITED sTAteS,colUMBus,Georgia,31907,SOUTH,TEC-AC-10000158,Technology,ACcessories,Sony 64GB Class 10 Micro SDHC R40 Memory cArd,71.98,2,0,15.1158,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,27-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2718,cA-2014-100006,07-09-2014,13-09-2014,standarD CLASS,DK-13375,Dennis Kane,CoNsuMER,unITED sTAteS,NEW york CITY,New York,10024,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,377.97,3,0,109.6113,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,28-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2719,cA-2017-144827,21-12-2017,27-12-2017,standarD CLASS,SE-20110,Sanjit Engle,CoNsuMER,unITED sTAteS,Costa Mesa,cAlifornia,92627,west,OFF-ST-10004340,OffICE SUpplIES,StorAge,"Fellowes Mobile File cArt, Black",124.36,2,0,33.5772,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,29-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2720,cA-2014-110030,06-12-2014,08-12-2014,sEconD cLaSS,LF-17185,Luke Foster,CoNsuMER,unITED sTAteS,houston,Texas,77095,cENtrAL,FUR-FU-10002759,FUrNItuRE,FurnisHings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,30-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2721,cA-2014-121286,04-11-2014,08-11-2014,sEconD cLaSS,on-18715,Odella Nelson,coRpoRAte,unITED sTAteS,cAry,North cArolina,27511,SOUTH,OFF-FA-10000585,OffICE SUpplIES,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,3,0.2,2.7222,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,31-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2722,cA-2014-121286,04-11-2014,08-11-2014,sEconD cLaSS,on-18715,Odella Nelson,coRpoRAte,unITED sTAteS,cAry,North cArolina,27511,SOUTH,OFF-AP-10004859,OffICE SUpplIES,Appliances,ACco 6 Outlet Guardian Premium Surge Suppressor,58.24,5,0.2,5.096,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,01-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2723,cA-2016-164735,14-04-2016,19-04-2016,sEconD cLaSS,Tb-21400,Tom Boeckenhauer,CoNsuMER,unITED sTAteS,AlexandRia,Virginia,22304,SOUTH,OFF-ST-10001558,OffICE SUpplIES,StorAge,ACco Perma 4000 Stacking StorAge dRawers,81.2,5,0,12.18,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,02-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2724,cA-2014-153479,04-10-2014,08-10-2014,standarD CLASS,DF-13135,David FlasHing,CoNsuMER,unITED sTAteS,Vallejo,cAlifornia,94591,west,OFF-LA-10004689,OffICE SUpplIES,Labels,Avery 512,14.45,5,0,6.7915,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,03-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2725,cA-2014-153479,04-10-2014,08-10-2014,standarD CLASS,DF-13135,David FlasHing,CoNsuMER,unITED sTAteS,Vallejo,cAlifornia,94591,west,OFF-BI-10002867,OffICE SUpplIES,Binders,GBC Recycled Regency Composition Covers,95.648,2,0.2,31.0856,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2726,cA-2017-149888,07-11-2017,13-11-2017,standarD CLASS,EP-13915,Emily Phan,CoNsuMER,unITED sTAteS,PHILADELPHIA,Pennsylvania,19120,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus dRiver Edition Headset,359.97,5,0.4,-71.994,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2727,cA-2017-149888,07-11-2017,13-11-2017,standarD CLASS,EP-13915,Emily Phan,CoNsuMER,unITED sTAteS,PHILADELPHIA,Pennsylvania,19120,East,FUR-TA-10000849,FUrNItuRE,Tables,Bevis Rectangular Conference Tables,350.352,4,0.4,-140.1408,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2728,cA-2017-119193,22-12-2017,24-12-2017,FIRST cLaSs,SK-19990,Sally Knutson,CoNsuMER,unITED sTAteS,Toledo,Ohio,43615,East,OFF-BI-10000848,OffICE SUpplIES,Binders,Angle-D Ring Binders,1.641,1,0.7,-1.3128,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2729,cA-2017-119193,22-12-2017,24-12-2017,FIRST cLaSs,SK-19990,Sally Knutson,CoNsuMER,unITED sTAteS,Toledo,Ohio,43615,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958,7,0.4,94.4937,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2730,cA-2017-104801,13-02-2017,19-02-2017,standarD CLASS,FH-14350,Fred Harton,CoNsuMER,unITED sTAteS,Seattle,WasHington,98105,west,OFF-AR-10001547,OffICE SUpplIES,Art,Newell 311,6.63,3,0,1.7901,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,28-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2731,cA-2017-104801,13-02-2017,19-02-2017,standarD CLASS,FH-14350,Fred Harton,CoNsuMER,unITED sTAteS,Seattle,WasHington,98105,west,TEC-AC-10001838,Technology,ACcessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96,4,0,343.9828,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,29-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2732,cA-2017-104801,13-02-2017,19-02-2017,standarD CLASS,FH-14350,Fred Harton,CoNsuMER,unITED sTAteS,Seattle,WasHington,98105,west,FUR-FU-10004017,FUrNItuRE,FurnisHings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile cArpet, Computer, 39"" x 49""",107.53,1,0,21.506,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,30-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2733,cA-2014-107594,02-07-2014,06-07-2014,standarD CLASS,eh-13945,ERIC hoffMANN,CoNsuMER,unITED sTAteS,Plainfield,New jErsey,7060,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 usB Headset - headset - Full size, Binaural",73.98,2,0,19.9746,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,31-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
2734,cA-2014-107594,02-07-2014,06-07-2014,standarD CLASS,eh-13945,ERIC hoffMANN,CoNsuMER,unITED sTAteS,Plainfield,New jErsey,7060,East,OFF-AR-10000716,OffICE SUpplIES,Art,DIXon Ticonderoga Erasable Checking Pencils,5.58,1,0,2.1762,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,01-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2735,cA-2015-129770,21-02-2015,23-02-2015,sEconD cLaSS,jE-15715,Joe Elijah,CoNsuMER,unITED sTAteS,Las Cruces,New Mexico,88001,west,OFF-PA-10000249,OffICE SUpplIES,Paper,Easy-staple paper,49.12,4,0,23.0864,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,02-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2736,cA-2015-115798,13-11-2015,19-11-2015,standarD CLASS,KL-16645,Ken Lonsdale,CoNsuMER,unITED sTAteS,Newark,Delaware,19711,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,377.97,3,0,94.4925,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,03-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2737,cA-2015-115798,13-11-2015,19-11-2015,standarD CLASS,KL-16645,Ken Lonsdale,CoNsuMER,unITED sTAteS,Newark,Delaware,19711,East,OFF-PA-10001560,OffICE SUpplIES,Paper,"Adams Telephone MessAge Books, 5 1/4” x 11”",42.28,7,0,19.8716,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2738,cA-2015-115798,13-11-2015,19-11-2015,standarD CLASS,KL-16645,Ken Lonsdale,CoNsuMER,unITED sTAteS,Newark,Delaware,19711,East,FUR-BO-10004467,FUrNItuRE,BookcAses,Bestar Classic BookcAse,299.97,3,0,56.9943,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2739,cA-2015-115798,13-11-2015,19-11-2015,standarD CLASS,KL-16645,Ken Lonsdale,CoNsuMER,unITED sTAteS,Newark,Delaware,19711,East,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo usB Travel Charging Kit,89.98,2,0,43.1904,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2740,cA-2017-122707,16-04-2017,18-04-2017,FIRST cLaSs,eB-13750,Edward Becker,coRpoRAte,unITED sTAteS,Hoover,Alabama,35244,SOUTH,OFF-SU-10000157,OffICE SUpplIES,Supplies,Compact Automatic Electric Letter Opener,477.24,4,0,9.5448,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2741,cA-2017-122707,16-04-2017,18-04-2017,FIRST cLaSs,eB-13750,Edward Becker,coRpoRAte,unITED sTAteS,Hoover,Alabama,35244,SOUTH,TEC-AC-10004227,Technology,ACcessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory cArd,25.98,2,0,1.5588,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
2742,cA-2016-165015,25-02-2016,27-02-2016,sEconD cLaSS,BD-11725,Bruce Degenhardt,CoNsuMER,unITED sTAteS,Newark,Ohio,43055,East,OFF-EN-10003134,OffICE SUpplIES,Envelopes,Staple envelope,46.72,5,0.2,17.52,7896541256,13-07-2000,13-07-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,21-Aug-23,Aug-15-2023,14-Aug-23,21-Aug-23
2743,cA-2014-149244,04-11-2014,08-11-2014,standarD CLASS,MS-17530,MaryBeth Skach,CoNsuMER,unITED sTAteS,San Diego,cAlifornia,92037,west,FUR-FU-10004671,FUrNItuRE,FurnisHings,"Executive impressions 12"" Wall Clock",35.34,2,0,13.4292,7896541256,03-10-2000,03-10-2000,10-03-2000,02-07-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,22-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
