STOREEXCEL/ StoreID,StoreName,YearOpened,Supplier/Party,Client/Customer,CustomerMobileNumber,BillDate,BillNo / Invoice,Category(CAT-1),SubCategory(CAT-2),ProductName,Color,BrandName,EmpID,EmployeeName,Designation,Target,Channel,City,State,Country,Region,TaxAmt,DiscountAmount,Quantity,MRP/UnitPrice,TotalProductCost,SalesAmount,BucketRange,UnitsIn,QtyOnHand
721,A Bow On Top Gift Shop,12/14/2019,Graphic Design Institute,Lissie Beckley,8434166423,28/8/2019,2848491,Novelty items,Umbrella hat,Rainbow Adult Cap,Red,Novelty items&co,121,Diane,Production Technician - WC20,33307.2,Call-Center,Gainesville,Florida,USA,Americas,2034,833,29,1206,8529,37008,30000-40000,307,278
719,The Treasure Box,12/14/2019,Trey Research,Gillan Cheeney,9092601073,29/8/2019,2017772,Clothing,Jackets,White Jacket L,Black,Denim,166,Jose,Sales Representative,24885.3,Email,Augusta,Florida,USA,Americas,419,289,28,793,7284,22623,20000-30000,345,317
717,Log Cabin Keepsakes,12/15/2019,A Datum Corporation,Armand Hutten,9035593914,29/8/2019,3688104,Kitchen Items,Egg slicer,Egg slicer,Red,Kitchen cmpny,142,David,Buyer,33349.8,Call-Center,Columbus,Georgia,USA,Americas,602,84,34,874,1118,30318,30000-40000,390,356
720,Hopscotch Toy Shop,12/14/2019,Woodgrove Bank,Bond Wasteney,8359784679,29/8/2019,2848364,Clothing,Hoodies,Hoodie full sleeves,Black,Adidas,127,Eugene,Production Technician - WC40,19327,Chatbot,Birmingham,Georgia,USA,Americas,1102,817,23,716,12546,17570,10000-20000,349,326
719,The Treasure Box,12/14/2019,"Contoso, Ltd.",Eliot Mundell,9210696303,30/8/2019,3376601,Novelty items,Bubble pipe,soap bubbles,Multi,Novelty items&co,161,Brandon,Production Technician - WC40,23956.9,Email,Augusta,Alabama,USA,Americas,230,99,33,653,10936,21779,20000-30000,396,363
721,A Bow On Top Gift Shop,12/14/2019,Northwind Electric Cars,Virgil Lownes,8674243845,30/8/2019,2896917,Novelty items,Silly Putty,Putty,Multi,Novelty items&co,173,Don,Production Technician - WC40,19026,Call-Center,Gainesville,South Carolina,USA,Americas,1140,495,20,1000,3554,21140,20000-30000,296,276
717,Log Cabin Keepsakes,12/15/2019,Trey Research,Brinna Kahane,8432065865,1/9/2019,3492482,Footwear,Slippers,Black Slippers L,Multi,Adidas,178,Steve,Purchasing Manager,21718.4,Web,Columbus,Florida,USA,Americas,1033,408,11,1701,2148,19744,10000-20000,292,281
721,A Bow On Top Gift Shop,12/14/2019,Trey Research,Melloney Malyon,8603888943,1/9/2019,3752565,Food,Ghee,Shahi Ghee,Grey,Sunwest Foods,170,Dragan,Production Technician - WC16,28107.9,Email,Gainesville,Georgia,USA,Americas,1811,247,20,1471,12647,31231,30000-40000,312,292
720,Hopscotch Toy Shop,12/14/2019,Consolidated Messenger,Tremain Franzewitch,9043203901,1/9/2019,536377,Food,Cool Drinks,Maza,Red,Coca Cola,150,Reed,Pacific Sales Manager,1972.3,Call-Center,Birmingham,Florida,USA,Americas,132,362,1,1661,3121,1793,0-10000,365,364
720,Hopscotch Toy Shop,12/14/2019,Graphic Design Institute,Winifred Robertshaw,9180820318,2/9/2019,3748469,Novelty items,Slinky,Helical spring,Black,Novelty items&co,162,Dylan,Purchasing Assistant,22870.1,Email,Birmingham,Florida,USA,Americas,901,1017,17,1170,8011,20791,20000-30000,266,249
719,The Treasure Box,12/14/2019,The Phone Company,Justine Richter,8013986577,2/9/2019,3382931,Novelty items,Snow globe,waterglobe,Red,Novelty items&co,150,Reed,Buyer,53806.5,Call-Center,Augusta,Florida,USA,Americas,933,872,33,1454,2151,48915,40000-50000,332,299
718,To You From Me,12/14/2019,Northwind Electric Cars,Thorpe Tapin,8580743353,3/9/2019,3713366,Kitchen Items,Mugs,Dev - RedMug_S,Multi,Kitchen cmpny,125,Bryan,Sales Representative,871.2,Web,Duluth,Alabama,USA,Americas,892,695,2,38,12879,968,0-10000,324,322
720,Hopscotch Toy Shop,12/14/2019,"Litware, Inc.",Ab Potteril,8360107176,3/9/2019,2389032,Clothing,Tshirts,Blue Tshirt M,Red,U.S Polo.Assn,166,Jose,Master Scheduler,18819.9,Email,Birmingham,Florida,USA,Americas,249,136,15,1124,3790,17109,10000-20000,214,199
718,To You From Me,12/14/2019,Graphic Design Institute,Harwilll Farlow,8989444771,4/9/2019,2865034,Kitchen Items,Food/meat thermometer,prong-type device,Black,Kitchen cmpny,152,James,Purchasing Assistant,7347.6,Web,Duluth,South Carolina,USA,Americas,1684,745,16,405,11081,8164,0-10000,209,193
720,Hopscotch Toy Shop,12/14/2019,Humongous Insurance,Gerik Archell,8516890866,4/9/2019,2472847,Novelty items,Yaoi paddle,wooden spanking paddle,Silver,Novelty items&co,139,Kathie,Production Technician - WC10,3087.7,Web,Birmingham,Florida,USA,Americas,1395,850,2,706,8328,2807,0-10000,564,562
719,The Treasure Box,12/14/2019,Woodgrove Bank,Ferdie Roggerone,9321987751,5/9/2019,3348769,Clothing,Tshirts,Red Tshirt M,Red,Roadster,172,Rob,Janitor,27588,Call-Center,Augusta,Florida,USA,Americas,2356,450,26,874,319,25080,20000-30000,371,345
719,The Treasure Box,12/14/2019,Northwind Electric Cars,Chilton Ropars,8093232459,5/9/2019,781068,Kitchen Items,Mugs,Dev - GreenMug_S,Multi,Kitchen cmpny,135,Sairaj,Production Technician - WC30,32005.6,Email,Augusta,Florida,USA,Americas,836,377,18,1570,10808,29096,20000-30000,279,261
710,Surprises Inside,2/14/2020,Consolidated Messenger,Raquel Wellwood,9068173410,5/9/2019,2676930,Pesonal Care,Hair Care,Hair colour,Red,johnson & johnson,153,Ramesh,Production Technician - WC30,6740.8,Web,Pensacola,Florida,USA,Americas,2603,598,5,705,570,6128,0-10000,286,281
719,The Treasure Box,12/14/2019,"Contoso, Ltd.",Averell McNeachtain,9068979887,8/9/2019,3744926,Clothing,Tshirts,Orange Tshirt XXL,Blue,Lewis,138,Cynthia,Buyer,63131.2,Chatbot,Augusta,Florida,USA,Americas,1462,394,34,1645,3307,57392,50000-60000,284,250
716,The Warm House,12/15/2019,Nod Publishers,Darryl Norheny,8433966524,8/9/2019,3625910,Packaging materials,Secondary Packaging,Tin Can,Red,Packers and Movers,161,Brandon,Marketing Assistant,2250.6,Web,Clearwater,Florida,USA,Americas,666,1069,15,92,7030,2046,0-10000,317,302
720,Hopscotch Toy Shop,12/14/2019,Graphic Design Institute,Tannie McHaffy,9018486144,8/9/2019,3706539,Novelty items,BunaB,Zudirk,Black,Novelty items&co,142,David,Sales Representative,32765.7,Chatbot,Birmingham,South Carolina,USA,Americas,156,412,21,1411,8564,29787,20000-30000,339,318
719,The Treasure Box,12/14/2019,"Fabrikam, Inc.",Ginger Wellman,8919739330,9/9/2019,2713980,Clothing,Jeans,Roadster Jeans grey,Multi,Roadster,125,Bryan,Buyer,1920.6,Chatbot,Augusta,Florida,USA,Americas,1270,706,7,68,2738,1746,0-10000,251,244
717,Log Cabin Keepsakes,12/15/2019,A Datum Corporation,Dinah Keighly,8651802070,9/9/2019,3407118,Kitchen Items,Mugs,IT - WhiteMug,Yellow,Kitchen cmpny,154,Stephanie,European Sales Manager,9923.1,Email,Columbus,Florida,USA,Americas,71,825,5,1790,9687,9021,0-10000,395,390
719,The Treasure Box,12/14/2019,The Phone Company,Leonie Simeons,8289952859,9/9/2019,3757333,Clothing,Tshirts,Orange Tshirt M,Yellow,Lewis,135,Sairaj,Production Technician - WC60,40984.9,Chatbot,Augusta,Florida,USA,Americas,417,768,26,1417,196,37259,30000-40000,337,311
721,A Bow On Top Gift Shop,12/14/2019,Northwind Electric Cars,Wolfgang Pimlock,8940506172,10/9/2019,3427887,Packaging materials,Secondary Packaging,Plastic Crates,Silver,Packers and Movers,136,Michiko,Purchasing Manager,47020.5,Call-Center,Gainesville,Florida,USA,Americas,2440,488,35,1423,1250,52245,50000-60000,270,235
719,The Treasure Box,12/14/2019,Humongous Insurance,Ardisj Hoggin,8309320708,10/9/2019,3551969,Clothing,Tshirts,White Tshirt L,White,Lee,178,Steve,Purchasing Assistant,21824,Chatbot,Augusta,Florida,USA,Americas,520,693,23,840,5015,19840,10000-20000,238,215
721,A Bow On Top Gift Shop,12/14/2019,Trey Research,Dee dee Rosenbloom,9392054890,12/9/2019,3625638,Packaging materials,Secondary Packaging,Plastic Trays,Silver,Packers and Movers,137,Benjamin,Sales Representative,18081.9,Email,Gainesville,Georgia,USA,Americas,288,371,21,943,13293,20091,20000-30000,358,337
718,To You From Me,12/14/2019,Woodgrove Bank,Piggy Bedle,8991800311,12/9/2019,3738010,Clothing,Hoodies,Hoodie S,Blue,Adidas,162,Dylan,Production Technician - WC14,5549.4,Web,Duluth,Florida,USA,Americas,2215,647,9,439,5922,6166,0-10000,232,223
716,The Warm House,12/15/2019,Humongous Insurance,Stillmann Denekamp,9289728455,13/9/2019,3790099,Food,Chocolate,Parle,Multi,Parle,126,Jeff,Sales Representative,27783.8,Call-Center,Clearwater,Florida,USA,Americas,1150,577,28,861,11014,25258,20000-30000,368,340
720,Hopscotch Toy Shop,12/14/2019,"Contoso, Ltd.",Shane Edland,8298661936,13/9/2019,2830984,Clothing,Hoodies,Hoodie XS,Red,Adidas,127,Eugene,Production Technician - WC20,3428.7,Email,Birmingham,Florida,USA,Americas,1357,547,8,220,11404,3117,0-10000,206,198
718,To You From Me,12/14/2019,A Datum Corporation,Noach Broggelli,9230601767,15/9/2019,2786367,Novelty items,Cheesehead,Yellow Hat,Yellow,Novelty items&co,151,Linda,Sales Representative,15451.2,Email,Duluth,Florida,USA,Americas,662,891,14,1179,4764,17168,10000-20000,250,236
718,To You From Me,12/14/2019,Consolidated Messenger,Archer Roony,8784550816,15/9/2019,3466964,Clothing,Suits,Petter England Suit,Multi,Jockey,136,Michiko,Sales Representative,41007.6,Call-Center,Duluth,Alabama,USA,Americas,468,1074,24,1879,8944,45564,40000-50000,373,349
718,To You From Me,12/14/2019,Graphic Design Institute,Ruthe Dimeloe,8438920285,15/9/2019,3642855,Kitchen Items,Mugs,Dev - OrangeMug_M,Multi,Kitchen cmpny,167,Mandar,Senior Design Engineer,21213,Chatbot,Duluth,Florida,USA,Americas,1504,870,34,649,2307,23570,20000-30000,359,325
720,Hopscotch Toy Shop,12/14/2019,"Contoso, Ltd.",Sig Eppson,9177872896,15/9/2019,132680,Clothing,Jeans,Lewis Jeans,Red,Lewis,131,Dan,Production Technician - WC60,12036.2,Chatbot,Birmingham,Georgia,USA,Americas,774,484,8,1271,12480,10942,10000-20000,292,284
719,The Treasure Box,12/14/2019,Trey Research,Garreth Caville,8787544159,15/9/2019,3772458,Clothing,Boxers,Briefs L,Black,Jockey,147,Yuhong,Production Technician - WC60,36549.7,Email,Augusta,Florida,USA,Americas,1539,943,17,1864,633,33227,30000-40000,239,222
717,Log Cabin Keepsakes,12/15/2019,Woodgrove Bank,Syd Chevins,8894179898,15/9/2019,3658810,Footwear,Slippers,Brown Slippers XS,Blue,Adidas,165,Karen,Purchasing Manager,10764.6,Email,Columbus,South Carolina,USA,Americas,964,832,22,401,728,9786,0-10000,246,224
718,To You From Me,12/14/2019,A Datum Corporation,Florencia Selman,8418740073,15/9/2019,3547019,Kitchen Items,Mugs,IT - BlueMug,Blue,Kitchen cmpny,176,Baris,Purchasing Manager,36031.5,Chatbot,Duluth,Florida,USA,Americas,1443,654,32,1206,8240,40035,40000-50000,382,350
716,The Warm House,12/15/2019,Graphic Design Institute,Shani De Hooge,8910315401,16/9/2019,3651119,Food,Chocolate,Dairy Milk,Blue,Cadbury,125,Bryan,Sales Representative,10689.8,Call-Center,Clearwater,Georgia,USA,Americas,1966,779,34,228,6163,9718,0-10000,317,283
717,Log Cabin Keepsakes,12/15/2019,Consolidated Messenger,Dani Stanfield,9230091585,19/9/2019,474588,Novelty items,Viking helmets,Viking helmets iron,Silver,Novelty items&co,136,Michiko,Production Supervisor - WC50,6162.2,Chatbot,Columbus,Florida,USA,Americas,1808,147,14,271,11445,5602,0-10000,65,51
719,The Treasure Box,12/14/2019,Consolidated Messenger,Harlen Blamires,9208027182,19/9/2019,2783314,Novelty items,Whoopee cushion,whoopee,Black,Novelty items&co,145,Michael,Sales Representative,20317,Chatbot,Augusta,Florida,USA,Americas,2099,21,17,963,2593,18470,10000-20000,385,368
720,Hopscotch Toy Shop,12/14/2019,Lucerne Publishing,Brigid Bolduc,8421072992,19/9/2019,40150,Clothing,Jackets,White Jacket XL,Blue,Denim,165,Karen,Production Technician - WC50,11055,Chatbot,Birmingham,Florida,USA,Americas,1560,170,10,849,9511,10050,10000-20000,243,233
720,Hopscotch Toy Shop,12/14/2019,Humongous Insurance,Gage Goldup,8124037353,19/9/2019,2716128,Food,Cool Drinks,Thumps Up Charged,Black,Coca Cola,153,Ramesh,Production Technician - WC560,14056.9,Email,Birmingham,Georgia,USA,Americas,420,351,17,727,13951,12779,10000-20000,318,301
719,The Treasure Box,12/14/2019,Graphic Design Institute,Cherye Faulkes,8705791479,19/9/2019,3703024,Clothing,Tshirts,Blue Tshirt L,Blue,U.S Polo.Assn,141,Brian,Buyer,24476.1,Email,Augusta,Florida,USA,Americas,1761,631,30,683,4121,22251,20000-30000,237,207
720,Hopscotch Toy Shop,12/14/2019,Graphic Design Institute,Selby Shemelt,8073986541,19/9/2019,3317314,Pesonal Care,Baby Care,Diapers,Blue,johnson & johnson,145,Michael,Marketing Assistant,8483.2,Web,Birmingham,South Carolina,USA,Americas,2528,298,18,288,8575,7712,0-10000,247,229
717,Log Cabin Keepsakes,12/15/2019,Graphic Design Institute,Jessa Keaton,8285861198,21/9/2019,3532183,Kitchen Items,Spoons,Plastic Spoon,Black,Kitchen cmpny,165,Karen,Purchasing Assistant,54296,Chatbot,Columbus,Georgia,USA,Americas,2144,737,26,1816,12534,49360,40000-50000,222,196
717,Log Cabin Keepsakes,12/15/2019,"Contoso, Ltd.",Daffy Artus,8421624723,21/9/2019,2854860,Packaging materials,Ancillary Packaging,PP Straps,Blue,Packers and Movers,125,Bryan,Production Technician - WC45,47533.2,Email,Columbus,Georgia,USA,Americas,1517,887,31,1345,10932,43212,40000-50000,359,328
717,Log Cabin Keepsakes,12/15/2019,"Fabrikam, Inc.",Chad Elijah,8766318089,22/9/2019,3239707,Kitchen Items,Mugs,Dev - OrangeMug_L,Yellow,Kitchen cmpny,149,Andreas,Sales Representative,17496.6,Email,Columbus,Georgia,USA,Americas,215,91,13,1207,6542,15906,10000-20000,274,261
720,Hopscotch Toy Shop,12/14/2019,"Fabrikam, Inc.",Arabele Clerke,8683219333,23/9/2019,36505,Clothing,Hoodies,Hoodie M,Grey,Adidas,129,Chris,Production Technician - WC50,33616,Chatbot,Birmingham,Alabama,USA,Americas,1792,1068,29,992,5820,30560,30000-40000,390,361
717,Log Cabin Keepsakes,12/15/2019,Northwind Electric Cars,Cassaundra Nowakowska,8994132454,24/9/2019,3578606,Footwear,Slippers,Brown Slippers L,Black,Adidas,136,Michiko,Buyer,42515,Web,Columbus,Florida,USA,Americas,1360,78,22,1695,14128,38650,30000-40000,213,191
720,Hopscotch Toy Shop,12/14/2019,"Litware, Inc.",Lewiss Gladwell,8230768490,25/9/2019,2718330,Packaging materials,Ancillary Packaging,PP Straps,Black,Packers and Movers,146,Andy,European Sales Manager,16667.2,Call-Center,Birmingham,Florida,USA,Americas,1236,435,14,994,351,15152,10000-20000,364,350
719,The Treasure Box,12/14/2019,Woodgrove Bank,Tiertza Cortes,8054251114,26/9/2019,2402051,Kitchen Items,Mugs,Dev - BlueMug_S,Black,Kitchen cmpny,121,Diane,Buyer,27111.7,Web,Augusta,South Carolina,USA,Americas,2588,996,19,1161,871,24647,20000-30000,369,350
718,To You From Me,12/14/2019,Northwind Electric Cars,Lindy Zute,8266454373,26/9/2019,69859,Furniture,Table,Dinning Table,Black,Furnitures.Co,157,Denise,Marketing Assistant,23852.7,Chatbot,Duluth,Florida,USA,Americas,1339,639,18,1398,13378,26503,20000-30000,212,194
717,Log Cabin Keepsakes,12/15/2019,Consolidated Messenger,Jamal Schelle,8503585741,26/9/2019,3380181,Kitchen Items,Mugs,Dev - RedMug_S,Black,Kitchen cmpny,157,Denise,Buyer,21079.3,Call-Center,Columbus,Florida,USA,Americas,545,951,29,642,7866,19163,10000-20000,287,258
716,The Warm House,12/15/2019,A Datum Corporation,Mufi Dilon,8701130430,27/9/2019,3653291,Packaging materials,Primary Packaging,Thermoformed Products,Multi,Packers and Movers,147,Yuhong,Production Technician - WC260,65903.2,Email,Clearwater,Georgia,USA,Americas,2129,1068,33,1751,975,59912,50000-60000,268,235
718,To You From Me,12/14/2019,Northwind Electric Cars,Delores Sibborn,9311258661,29/9/2019,3390756,Clothing,Tshirts,BlueThirt XXL,Multi,U.S Polo.Assn,130,Sean,Sales Representative,3197.7,Chatbot,Duluth,Georgia,USA,Americas,2363,43,17,70,6358,3553,0-10000,220,203
719,The Treasure Box,12/14/2019,A Datum Corporation,Winna Kirman,8946664199,29/9/2019,2671019,Kitchen Items,Mugs,Dev - GreenMug_S,Black,Kitchen cmpny,122,Jill,Production Technician - WC10,16691.4,Call-Center,Augusta,Florida,USA,Americas,2598,131,16,786,5895,15174,10000-20000,215,199
718,To You From Me,12/14/2019,A Datum Corporation,Laurene Dunstan,8355091247,30/9/2019,3687908,Kitchen Items,Mugs,Dev - RedMug_L,Red,Kitchen cmpny,129,Chris,Sales Representative,31548.6,Web,Duluth,South Carolina,USA,Americas,514,993,20,1727,13499,35054,30000-40000,391,371
717,Log Cabin Keepsakes,12/15/2019,Trey Research,Nicoline Iskowitz,9292846429,1/10/2019,3707243,Footwear,Slippers,Gray Slippers S,Black,Adidas,124,Matthias,Production Technician - WC22,7024.6,Email,Columbus,Georgia,USA,Americas,698,228,9,632,4960,6386,0-10000,333,324
717,Log Cabin Keepsakes,12/15/2019,Humongous Insurance,Reina Ellison,8413072226,1/10/2019,3511658,Food,Milk,Soya Milk,Black,Heritage,124,Matthias,Sales Representative,347.6,Call-Center,Columbus,South Carolina,USA,Americas,120,913,4,49,12599,316,0-10000,234,230
716,The Warm House,12/15/2019,Woodgrove Bank,Bendix Goodbur,8374702458,1/10/2019,3800711,Packaging materials,Tertiary Packaging,Wooden Crates,Multi,Packers and Movers,165,Karen,Vice President of Sales,8195,Web,Clearwater,Alabama,USA,Americas,20,419,5,1486,11784,7450,0-10000,326,321
721,A Bow On Top Gift Shop,12/14/2019,"Litware, Inc.",Elaina Casajuana,8176583590,1/10/2019,3731837,Pesonal Care,Hair Care,Hair oil,Black,johnson & johnson,138,Cynthia,Janitor,12858.3,Call-Center,Gainesville,Florida,USA,Americas,1373,1019,22,587,138,14287,10000-20000,262,240
721,A Bow On Top Gift Shop,12/14/2019,"Contoso, Ltd.",Mirabel Rispine,8530167154,2/10/2019,3682680,Food,Biscuit,Bounce,White,Britania,161,Brandon,Quality Assurance Technician,5968.8,Call-Center,Gainesville,Florida,USA,Americas,2747,1025,15,259,4577,6632,0-10000,324,309
717,Log Cabin Keepsakes,12/15/2019,Graphic Design Institute,Annnora Geraldo,8382084740,3/10/2019,3621158,Kitchen Items,Mugs,IT - WhiteMug,Red,Kitchen cmpny,167,Mandar,Janitor,58423.2,Email,Columbus,Florida,USA,Americas,1652,458,31,1660,4624,53112,50000-60000,353,322
720,Hopscotch Toy Shop,12/14/2019,Lucerne Publishing,Caresse Volkes,8700146121,3/10/2019,3240686,Novelty items,Radio hat,Red Hat,Multi,Novelty items&co,146,Andy,Production Technician - WC10,4811.4,Call-Center,Birmingham,Florida,USA,Americas,510,885,8,483,8572,4374,0-10000,263,255
717,Log Cabin Keepsakes,12/15/2019,Lucerne Publishing,Raphael Haythorn,9152561593,3/10/2019,3819811,Footwear,Slippers,Brown Slippers S,Black,Adidas,134,Houman,Janitor,14677.3,Chatbot,Columbus,Florida,USA,Americas,2657,147,26,411,13535,13343,10000-20000,261,235
718,To You From Me,12/14/2019,Lucerne Publishing,Leta Anglish,8956147269,4/10/2019,3385847,Clothing,Hoodies,Hoodie S,Red,Adidas,149,Andreas,Buyer,7251.3,Web,Duluth,Florida,USA,Americas,1483,728,19,346,5331,8057,0-10000,272,253
719,The Treasure Box,12/14/2019,Northwind Electric Cars,Ellyn McCaskill,8262619046,4/10/2019,2411650,Kitchen Items,Glass,Plastic Glass,Multi,Kitchen cmpny,161,Brandon,Production Technician - WC45,21540.2,Chatbot,Augusta,Mississippi,USA,Americas,1902,113,17,1040,8487,19582,10000-20000,251,234
718,To You From Me,12/14/2019,The Phone Company,Chadd Guttridge,8404091874,5/10/2019,3727485,Clothing,Hoodies,Hoodie XS,Silver,Adidas,161,Brandon,Buyer,40875.3,Call-Center,Duluth,Georgia,USA,Americas,1449,83,32,1374,8162,45417,40000-50000,272,240
719,The Treasure Box,12/14/2019,"Litware, Inc.",Bartlet Paulitschke,8269714870,7/10/2019,2784296,School Supplies,Drawing Accessories,Paint Board,Multi,Class Mate,142,David,Janitor,30449.1,Email,Augusta,Florida,USA,Americas,2236,926,35,727,9657,27681,20000-30000,219,184
719,The Treasure Box,12/14/2019,Trey Research,Megen Heggison,8061226584,7/10/2019,2082331,Novelty items,Toffee hammer,Toffee hammer Black,Black,Novelty items&co,140,Britta,Purchasing Manager,25085.5,Call-Center,Augusta,Florida,USA,Americas,153,418,28,809,10905,22805,20000-30000,245,217
720,Hopscotch Toy Shop,12/14/2019,Woodgrove Bank,Bunny Lapish,8107150541,7/10/2019,3516679,Novelty items,Plastic flamingo,The Plaf,Black,Novelty items&co,157,Denise,Buyer,2494.8,Chatbot,Birmingham,Alabama,USA,Americas,625,1031,1,1643,3135,2268,0-10000,259,258
717,Log Cabin Keepsakes,12/15/2019,Lucerne Publishing,Valerye Mearns,9173139720,7/10/2019,3574183,Footwear,Polish,Charle Shoe polish,Multi,Charle,162,Dylan,Production Technician - WC20,1210,Email,Columbus,South Carolina,USA,Americas,330,153,7,110,5465,1100,0-10000,269,262
719,The Treasure Box,12/14/2019,"Litware, Inc.",Charity Costar,8135115480,9/10/2019,3378395,Clothing,Jeans,Lee Jeans,Blue,Lee,166,Jose,Production Technician - WC60,36319.8,Call-Center,Augusta,Florida,USA,Americas,1181,584,31,1027,10745,33018,30000-40000,385,354
719,The Treasure Box,12/14/2019,Lucerne Publishing,Eal Breed,8383885978,10/10/2019,3378615,Clothing,Jeans,Roadster Jeans,Multi,Roadster,167,Mandar,Production Technician - WC60,24451.9,Web,Augusta,Florida,USA,Americas,229,629,25,880,6100,22229,20000-30000,343,318
720,Hopscotch Toy Shop,12/14/2019,Northwind Electric Cars,Sonnie Pickvance,9276554369,11/10/2019,2634876,Clothing,Tshirts,BlueThirt XXL,Blue,U.S Polo.Assn,169,Sameer,Recruiter,5320.7,Web,Birmingham,South Carolina,USA,Americas,2529,1063,2,1154,9892,4837,0-10000,387,385
719,The Treasure Box,12/14/2019,Nod Publishers,Christophe Rosengart,8220123465,11/10/2019,2635396,Kitchen Items,Mugs,IT -  BlackMug,Multi,Kitchen cmpny,147,Yuhong,Shipping and Receiving Supervisor,9762.5,Email,Augusta,Florida,USA,Americas,595,106,5,1656,9172,8875,0-10000,207,202
717,Log Cabin Keepsakes,12/15/2019,"Litware, Inc.",Roselin Pauli,8876294540,11/10/2019,3449544,Kitchen Items,Glass,Plastic Glass,Black,Kitchen cmpny,122,Jill,Purchasing Assistant,12926.1,Email,Columbus,Florida,USA,Americas,1032,1006,27,397,7600,11751,10000-20000,317,290
721,A Bow On Top Gift Shop,12/14/2019,The Phone Company,Lenora Nears,8236988065,11/10/2019,3736664,Pesonal Care,Baby Care,Diapers,Yellow,johnson & johnson,130,Sean,Production Technician - WC10,12904.2,Chatbot,Gainesville,Florida,USA,Americas,1133,473,19,695,8327,14338,10000-20000,373,354
713,Sunset Gifts,3/3/2020,Humongous Insurance,Alix Isaak,8760708095,12/10/2019,2078703,School Supplies,Drawing Accessories,Pencil,Black,Class Mate,156,Tawana,Control Specialist,6696.8,Chatbot,Macon,Florida,USA,Americas,478,616,6,935,1809,6088,0-10000,361,355
721,A Bow On Top Gift Shop,12/14/2019,Consolidated Messenger,Dermot Capponer,8287844572,12/10/2019,2829521,Clothing,Tshirts,Orange Tshirt L,Multi,Lewis,162,Dylan,Production Technician - WC45,11524.5,Email,Gainesville,Florida,USA,Americas,835,944,15,798,7475,12805,10000-20000,388,373
717,Log Cabin Keepsakes,12/15/2019,Trey Research,Adriana Tellenbrok,8736235567,12/10/2019,3763489,Food,Oil,Cooking oil,Yellow,Fortune,150,Reed,Production Technician - WC20,58028.3,Call-Center,Columbus,Florida,USA,Americas,1713,882,32,1595,3934,52753,50000-60000,387,355
719,The Treasure Box,12/14/2019,"Litware, Inc.",Heriberto Jencken,9312794452,13/10/2019,3380551,Clothing,Tshirts,White Tshirt XL,White,Lee,179,Suchitra,Senior Design Engineer,6613.2,Web,Augusta,South Carolina,USA,Americas,456,96,6,926,11207,6012,0-10000,352,346
717,Log Cabin Keepsakes,12/15/2019,Woodgrove Bank,Eziechiele McIlwreath,8031687763,13/10/2019,3689863,Footwear,Slippers,Gray Slippers L,Black,Adidas,126,Jeff,Production Technician - WC10,32266.3,Call-Center,Columbus,Mississippi,USA,Americas,2405,1025,22,1224,1801,29333,20000-30000,342,320
719,The Treasure Box,12/14/2019,A Datum Corporation,Chrisse Van der Linde,8586326680,14/10/2019,3661787,Clothing,Tshirts,Red Tshirt S,Blue,Roadster,124,Matthias,Sales Representative,26528.7,Call-Center,Augusta,Florida,USA,Americas,1419,1033,26,873,10280,24117,20000-30000,284,258
719,The Treasure Box,12/14/2019,Lucerne Publishing,Colline Doge,8538934287,15/10/2019,3756255,Clothing,Hoodies,Hoodie full sleeves,Black,Adidas,126,Jeff,Production Technician - WC170,1080.2,Chatbot,Augusta,Alabama,USA,Americas,46,598,9,104,10115,982,0-10000,273,264
711,Charming Treasures,2/20/2020,"Fabrikam, Inc.",Erhart Grugerr,8194957238,16/10/2019,205262,School Supplies,Drawing Accessories,Paint Board,Red,Class Mate,154,Stephanie,Production Supervisor - WC40,23608.8,Call-Center,West Palm Beach,Florida,USA,Americas,510,48,18,1429,1164,26232,20000-30000,242,224
718,To You From Me,12/14/2019,"Contoso, Ltd.",Dorry Feander,8755913174,17/10/2019,3384418,Clothing,Boxers,Briefs M,Multi,Jockey,135,Sairaj,Sales Representative,5003.1,Chatbot,Duluth,Florida,USA,Americas,690,962,9,541,5220,5559,0-10000,290,281
717,Log Cabin Keepsakes,12/15/2019,Consolidated Messenger,Lanny Apted,8435516424,17/10/2019,3449736,Kitchen Items,Mugs,IT - RedMug,Red,Kitchen cmpny,165,Karen,Production Technician - WC40,12224.3,Web,Columbus,Alabama,USA,Americas,2025,925,16,568,3011,11113,10000-20000,399,383
719,The Treasure Box,12/14/2019,Northwind Electric Cars,Austina Swynfen,9006022096,17/10/2019,2836218,Kitchen Items,Mugs,Dev - BlueMug_M,Multi,Kitchen cmpny,148,Robert,Production Technician - WC30,41910,Chatbot,Augusta,Florida,USA,Americas,1860,667,30,1208,5242,38100,30000-40000,286,256
718,To You From Me,12/14/2019,Graphic Design Institute,Isidora Bloggett,9173653888,18/10/2019,2784538,Clothing,Tshirts,Orange Tshirt S,White,Lewis,168,Mikael,Production Technician - WC480,25678.8,Web,Duluth,Florida,USA,Americas,1951,1057,19,1399,334,28532,20000-30000,317,298
717,Log Cabin Keepsakes,12/15/2019,The Phone Company,Corny Shipperbottom,9395853581,18/10/2019,3500062,Pesonal Care,Baby Care,Napkins,Blue,johnson & johnson,153,Ramesh,Production Technician - WC40,14440.8,Chatbot,Columbus,Florida,USA,Americas,726,916,26,477,576,13128,10000-20000,260,234
